text,label
بيض عفن عند يا خنزير,1
شو في راسي هيدي ولي كل صور+ة بارمتلنا قفا,1
جبران باسيل ل رب على تعليم غرب كيف دارى بلد دون ميزاني+ة,0
لو ما عاجبتك عند قنا+ة عربي تكلم عن فائد+ة شرب بول بعير و لقاء مع شيخ على,0
لا استبعد ا ي ش جبران باسيل إنسان بل اخلاق,1
أنا اعترف أن الذي دبر انقلاب ضد يادكتور محمد سعودي+ة إمار+ة قلب مع نحن مع اخوان مسلم سيسي قرب يوم,0
"سأل الله أن ثبت قلب
جزي+ة خير دكتور رجاء
رد منطق علم نص
قرآني سن+ة نبوي
اجتهاد جماعي",0
جبران باسيل طوال لسان على لاش,0
اي فتن اي خرابيط وش تخربطين انتي ماطيقهم لسان وسخ,1
راعي غنم دول+ة شارب بول بعير,1
شر يا حشر+ة حري+ة رح ناخد ضرب أنت بشار ملك تبع تفو على أنت يهودي شر كان عربي الله ياخد اشه لف,1
أنت كول خر يا خر بس بد أجاب اسم سليمان بك تبخر تم يا بغل,1
ل أيض مهار+ة تجميل واقع زبال+ة مثل صور+ة شارع دمشق معالج+ة لون فلاتر إضائ شكل مبلغ في درج+ة لا حاكى,0
كيف تحول جبران باسيل مرتزق نظام قطر,0
متحنش حد باع يا وسخ,1
أنا عم حضر عل يوم اختصاصي تغذي+ة لاحظ شغل لي كل اختصاصي تغذي+ة بيحكوا نفس طريق+ة,0
هل نسي ان اب و ام هذا أمير كان أول من زار لبنان بعد حرب و زاوا جنوب و مول,0
صحب اب سن مشرومة مجكس باير ساي دا,1
احترم كل شيخ إجلاء لكن أنت مين بعد بيحترمك على لعب دور فتناوي داخل طائف شكر,0
منص+ة كذب حقد من خنزير جزير+ة فقط عالم تجاوز مشكل+ة خاشقجي سعودي+ة بحت الى موضوع أهم,1
ل ك يا فطيس يابن تيس فضيح+ة غط معمور+ه فوق خر تحت خر يابن خر قول اففففففففففففففف ريح خر حمار الذي يسمعلك,1
يا بوق فتن+ة,0
عم حكى جد سؤال في مناصف+ة طائفي نتيج+ة حتى ما حط نتايج جارور,0
كشف مرأ+ة سبب تحرش,1
حال+ة استحق دراس+ة كيف حافظ أسد قدر يدج ن أم+ة كامل,0
حط صور+ة قال سوري يضب غراض رحل بعد قال ما في ضرور+ة تغذي+ة حقد إن حمار لا عم تستحمري,1
هندوس ع وش كل سن دى إذن الله,0
نعم ان الله لا غير ما قوم حتى غير ما نفس كما كان يولى على صدق الله عظيم,0
حال+ة مر ب لبنان,0
ما هم إلا عبيد مأمور سيد أميركي صهيوني لكن خسئ تحطم مؤامر+ة على سور دمشق منيع تحت ا,0
راجل الذي ضرب عرص يوسف حسيني على قفا و+جب على غسل يد عشر مر+ة أحد تراب لان حسيني انجس من كلب مصر,1
لقاء قزم معتوه,1
دخيل ب شو حب,0
لو في دول+ة احترم حال على قول+ة كان مفروض عم حكى من سجن رومية من تلفون أبو لمب يا هابو حط ضبان حكي على قد,1
هههههه ما اشترى الا شرف أم يا عاهر+ة آل سعود اشرب بول بعير جاهد جهاد,1
صباح جميل جمال قلب,0
كل ع طريق شهيد محمد,0
شو خص جبران باسيل ما فهم,0
عند كان قم+ة عربي على أرض قرار مختطف إيراني عبر ميليشيا حزب الله,0
من مقابل+ة جبران باسيل مع سيإنإن أمن إسرائيل هو حق,0
بنك طعام مصري تبع شرط شريع+ة إسلامي في إختيار أضحي+ة سليم ذبح هي سلام+ة من عيب ألا كان عوراء لا مريض أعرج سير الذي لا نقى,0
في واحد ما كان عرف مين أسد,0
حافظ أسد و سلال+ة اذواق ل هادي هريس صرف صحي بين+ة خر اذوااق مين يا أم+ة الله,1
اناء نضح ما في شاف كلم+ة زبال+ة من وين خرج أنا ما حب وزير جبران,0
شو ما كان طال ضد سعودي+ة أهل سهل,0
قارئ عند كلب واحد كل,1
متى كان لسان وسخ,0
كلب نبح قافل+ه سار الله حمى يا رمز شرف كرام+ه اباء,0
الله حتى كلب أرقى و انظف من يا شارب بول بعير,1
حج حمدين ام جدي غنيم سلم على وبتقولك نهارد كان في احتفال افتتاح قنا+ة جديد عاوز طشت بتاع,1
زمن اوغاد,0
قاعد تكلم شعب وسخ شاف و+ساخ جاي من وين تحت تغريد,1
حلو+ة أنا اكترى واحد نتقد صهر عهد بس انتي يا أمية ولي مش قار+ي جريد+ة حيا+ة ممنوع تنتقدي ل ضرب يا هبيل ل مين مفكر حال منطق رح ينرد على أنت شقف مهرج خريج برنامج مع غرور هيدي بداي+ة نهاي+ة ريس قص+ة مش بل شهاد+ة قص+ة ب,1
عيب لا أدب,1
جبران باسيل مسوي حكوم وحد عادل رئاس دول+ة رئاس+ة حكوم+ه رئاس+ة مجلس نائب من انتمى من راجع في رئ+ا,0
عنجد أول شي بدي هني أذاع جديد لان أول شي اهتم زعران ساق اخبار ل مين هيدا,0
أيام معدود,0
نعم ألف نعم اعتز ب ناطق كلم+ة حق,0
بكلشي تدحشي حال عااساس هم شأن عربي محروق دم عالشعوب عربي+ه,0
دول+ة فاشل بيد زعيم حرب ملطخ يد دم,0
طيب كول هو و هدي لعب يا أبو بدر خليك صاروخ الي نازل على رأس مجرى ألي تلفحك أنت و اهلك,1
موظف أمريكي لا قبض راتب منذ شهر سبب عدم وجود ميزاني+ة عجب كيف أن وزير جبران باسيل لم تدخل بعد,0
عالم عم مات جوع حرق برد تفجير مختلف نوع موت موجود بلد ما حد فتح تمو بيقلولو خراس أنت بر بلد,0
كفاي+ة تنمر بقى يا زنجي يابن وسخ,1
دول+ة رائس حكومي في ولد ما اله كلم+ة,0
مثل هرج حريم وي مادريتي اعتقلو ل+جين من ل+جين يابن ناس ل+جين لي تبي سواق مرأ+ة مسكو دخلو,1
ضيعان فهم يا دكتور,1
من أنت وان كان عمام+ة ارتدى ما أنت الا زعيم سياسي عبد ما أنت الا حقير طعم زعيم فاسد+ي,1
آخر نكت+ة جرص عالمي,0
شيخ سعد حتى إذ تصور عم ياكل ملوخي رح ينتقدوه,0
شو بترد على واطي حقير مثل جبان لا اخلاق تفو ل+عن أبو أصل,1
ماشفت أحد أحب جبران باسيل الا جمهور تيار اتفق عربي لبناني على كراهي+ة باسيل,0
موصف رئيس جبران باسيل,0
وفق الله نصر بلد على خنزير مجوس,1
حكونجي اهبل و صعلوك,1
رئيس شيشان كلب,1
جبران باسيل بدوي عمل متل ميل شمعون بشير جميل,0
خربان ما احتاج ل محرم اصلان ماتدري عن دين مشى في شارع متبرج حمد,1
مسكين مضيع رضك بايع عرض اشتغل نابح خنزير اكتروني تفووو,1
حلا+نا من قضي+ة تحرش أحال من دعم سريع,0
تشكيك صدق باسيل تشكيك صدق سيد,0
إذا خ ي رت ان استضاف شخص واحد من شخص على مائد+ة,0
فخر ولي يكسرلك رأس على اساس انتي من أصحاب قرار روح انقبري عالمطبخ لا نقبري قعدي قدام قنا+ة بداي+ة تركي سياس+ة أهل,1
يا محرم أنت دخل عين بس تشوف عين وحد+ة وين من كل تعدي ولي ب حي سلم مسكر نهر,0
كل واحد من أنجس من آخر تف على,1
جحش ابن جحش أنت ولي مش موقع قو+ة ناقلو يلا سل م على مفجر كنيس+ة عفو مفجر صالون كنيس+ة,1
أنت آن دخل حر من حد بين جمهوري+ة أيرلندا أيرلندا شمالي,0
رصد بلاغ نائب عام اتهم فنان انتصار تحريض على فسق فجور,0
أذا جبران باسيل قاد جاهل شيخ جاهلي+ة صفق قرد أكيد بيكون ي,1
في أحلى من ان ما عرف انو حيا+ة رح كان جحيم مع وحد+ة تجي أقل باد نتر,0
لا وجد ثابت+ة وجد مصلح+ة أنت عراقي عاش في أمريكا من أجل مصلح+ة ما بال دول+ة,0
هو حرام مش فاهم كيف ان مو طبيعي تحرش ب ولاد بنت طبيعي جد تحرش في لان مختلف عادي,1
لبنان و قطر مخترق داخلي من إيران لا استغرب,0
جبران باسيل أجل تاريخ واحد من أسوأ أوسخ سياسي طائفي سفيه رأي في لبنان أكثر نجس غباء فعل,1
إذ كان لواء عثمان عم دمر مؤسس+ة دول+ة أنت عم عمل فتن في بلد ل+عن الله من ايقظ,0
لي دخل في بيئ وسخ تحمل عاقب+ة حد ما يسير وسخ زي,1
مدري شف+ة تحرش,0
عوز مصري وسخ اووووووي,1
امك اسم حنفي,1
و أنت من سياسي أنت لوم جمهور شلعوطين و نص كان نجح,0
لا بس وطن بدوي تكنيس من ل متلك,0
قوووووووية كتير أسعد مسى معلا+ة وزير,0
وصل ب أمر تامر علي جنبلاط,0
ديري بال و خليك صامد و قومي فتح تلفظيون و تابعي انتصار جيش باسل سرع+ة سرع+ة,0
في كم شب من جبل بعد عم يشتغلو يسترزق قطر معيش أهل من خير ترك حال خلص فهم,0
مين هالحشرة أرسل وفد هههههههه جد مجنون ان خبر عاشر كاراكاس هذا و قد زار وفد م,1
قوي,0
احيي علي رؤي+ة صائب+ه تميم عائل+ة إرهابي دعم إرهاب كل قوه,1
كلام حق,0
و إن قال جنون أنا رافض افوووق,0
هندوس على,0
عود+ة شعب سالم غانم جهد طان منى غانم,0
مقتبس من دكتور محمد غليظ فتح صور,0
و+جب إصدار فتوى تحريم تعامل مع هندوسي كل سفيه متطرف الذي يتلفظون إهان+ة رسول الله,1
خليكن تلحسو جزم سوري يا لا شرف,1
طيب أوك خراس,1
لبنان حد من شاب معو مليار دولار آخر شهر,0
عشان مفيش مدرب خراس مرمي فاهم,1
الله ل+عن أخ مسلم و بلي بذر مر+ة ألف على توالي أ ناشد رئيس كوريا شمالي محترم كيم,1
منذ ثامن صباح و أنا تابع خبر عن تطور قضي+ة خاشقجي على قنا+ة جزير+ة و لس خبر ما خلص حتى هازهي لحظ+ة,0
عفو بس ايم+ت عتيل لينك غناي أنت و أنت خراس,1
مش مهم متى حصل لكن هذا فعل احتاج في لبنان شد+ة من أجل كل ألسياسين دون إستثناء من كبير إلى صغير,0
ابتدى موال أعاد نبوظ إعاد+ة كل اخوان,0
نعم ياغبي يا زنديق انعق كما شاء أن لا شرف,1
ما هو خصص شنقيذي هذا هل هو مدرس في سياس+ة ام عام إجرام ام ان جاء قبض دولار كذب على خنزير ا,1
خصوص موقف جبران باسيل نسب+ة من عداء مع اسرائيل ان ليس خلاف أيديولوجي أين بيان من بحث الذي توعدتم ب,0
قدم نادي قانون تعاون مع مركز دراس+ة جنائي محاضر+ة عنوان توعي+ة نظام مكافح+ة تحرش ألقى د سحر هبد,0
طبيعي اكتشف ناس دجال حيا+ة بس مش طبيعي اكتشف في هالشي وينس ك يا كل مر+ة,0
اخذتوا أرض و قتل شعب و جاي دافع عن فلسطيني أمريكا يا زلم كول هو,1
يا راجل كل فدا بلد في+ي يوم أتوبيس مدرس+ة بتاع مرسى كان شايل كراس رايح مدرس+ة أدب حلو مافيش كلام ديتون ف داهي,1
كلم+ة وزير جبران باسيل مثل جميع لكن ع شو مختلف يا عم قم+ة إقتصادي عربي,0
على مين بعد عم ضحك خلص بي ن معدن ناس عرفوك على حقيق+ة عقاب وهاب وهاب قاتل أبو دياب,0
سيسي لاجئ عاش حيا+ة كريم في مصر,0
طيب ها+ي عمل+ة تجميل لوج صر+ة وحد+ة جديد صار ولاد بكى بدن إمن شو عمل,0
فخر إرهابي لاعب سنغالي مسلم إدريس غان+ة غاي لاعب باريس سان جيرمان مقاطع+ة مثل+ي في فرنسا,1
سياس+ة هي ملجأ كاتب فاشل ميشيل عفلق,0
أنت أحد أفضل لاعيب أفريقي عرف محترف و ان شاء الله في خلال سن+ة حتك في نادي كبير,0
ياحليلك مشجع شاب دلوع فريق هلال تب سوالف حريم ماذا صنع,1
لو قطر حليف إيران حالي سابق حليف قذافي حليف رئيس حافظ أسد,0
إن و حريم عواهر,1
جبران باسيل غرد خارج سرب تطبيع مع كيان غاصب خيان+ة أعظم,0
يلا خراس ما في حد حكى طائفي غير عطيني شي تغريد حد حرك+ة عم حكى بهالمنطق طائفي,1
كل نا بعثي كل نا ابن قائد حافظ أسد,0
خنزير و انجاس ب,1
و صاير مهزل هالمغرد,1
هي انطبق على وزير صدف+ه,0
كيف تنزهو من دون دليل أو خلص إذ حليف اشترى منغض نظر,0
أخ مريض قم زيار+ة مستشفى مرض عقلي+ة قبل أن استفحل في مرض خبيث,0
الله قوى هالطائفة بارك رجل حر شيخ الي منشوف حال في طال عمر عمرو معلا+ة وزير,0
ما صار قال عن بنت ناقص عقل أنت لاحق من شارع شارع يا هيم,1
معتقد بيقدروا يصلخ جلد وزير جبران باسيل بس إذ حد بدوي صلخ جلدو هو وزير صلوخ,0
إذا صح كلام عن قرب توجه جبران باسيل إلى دمشق دعو+ة نظام سوري إلى قم+ة اقتصادي عربي,0
أول شيعي سيد يا شارب بول بعير تحدث عن صور+ة فوتو شوب يا موضوع على لائح+ة عار كل منظم+ة حقوق+ي وصف أفع,1
منور ست ست ويل مش عاجبتو ديما أي خلي ينقبر من راسو أقام,0
بحر جراح هو أنت كتب مناسب+ة ف+الن متخلف بر و محبوس معين مدير حساب يالهوى جد,1
مصدر مفوضي+ة لاجئ سوري حاج+ة ل مليون دولار مواجه+ة شتاء,0
بعض مغرد ل بينعقوا مع كل ناعق قبض يسمعو منيح سيد شو عم حكى عن رئيس عون و وزير جبران باسيل,0
أحضر ل تصريح واحد قال في اسرائيل أحرق إيران و إيراني و لبنان و لبناني أو سوريا و سوري,0
إذا كان عدد ألف مثل رقم بسيط حجم ساكن لبنان ساكن ضيع لا عد إقتصاد شيء,0
كيف عنى حرم رئيس حريري علم قياد+ة أكبر غاب عن هيدا مؤتمر ما في حريري و مثل,0
معظم بس حكى عن تحرش عطول نسب+ة تحرش جنس مش لطيف مع ان جنس لطيف شخصي ا مش كتير بريء تحرش ظاهر+ة ل,0
لو دول+ة احترم نفس كان أنت يالبلطجي في سجن,1
لا صارع خنزير في و+حل فتتسخ أنت و استمتع هو,1
حين رأى عمل منحرف عن هدف أعلم أن فساد تشعب في قائم على,0
أنت يا دعدوع هل أنت وهابي متحضر أو وهابي متخلف عقلي كأسيادك ال سلول شارب بول بعير,1
محدش شهر بتاع كبس داه غير اح لي عامل من شخصي+ة واح لي هندوس علي,1
اتذكر أول كان درب طفل لوكيميا كيف دفاع عن نفس في حال تحرش أخذ إنذار هوش سبب انن,0
أنت أبن شو يا لوطي رئيس حكوم+ة لبناني أمتياز حمل عد+ة جنسي+ة متل أكثري+ة نائب ل بيحملوا كذا جنسي+ة ما تسترجي أجاب يرتن يا جاهل هيدي أكاديمي+ة تصحيح نعت بل جاهل عتذر من عصر جاهلي ل ما أنجب متلك ع فكر+ة حريري طائف,1
وديعة فائد+ة عالي من مصلح+ة سياس أكيد ليسرقوها,0
جبران باسيل قال ان لبنان لعب دور رئيس في إعاد+ة إعمار في دول+ة عربي عند خرج رأس من زبال+ة بيروت استطاع,1
انشاءالله يا جبران دائم خسران,0
رايح باير عمق نلصق ع فيتامين دال,1
قوي ياكبير,0
معلا+ة وزير ممكن اتواصل مع,0
يا زلم كل هي سعودي+ة طشم,1
هذا جزائري وسخ حيوان ل+عن الله يازقان,1
صحيح يا صفيق,1
بعض عربي خنزير مايبان في معروف جميل الله ياليت دول+ة قطع عن كل معون+ة رجع كلب,1
خنزير مانشستر فريق حزين فشخ,1
الله حريم ما خلووو شي إلا سووو أنا لي باقي ما سوي شي لا سقى سيار+ة لا راح ملعب لا ركب حمار,1
أنت بول شو شرب يا بعير,1
وفد يا زلم شو هال مسخر+ة أنت,1
مزبوط من نفس عيل عصام نعيم,0
طب مش عيب أبقى خنزير أبقى بلح لبس مرشدكو نقاب يخليك ك,1
بايرن كندر,1
شكلي دعس على دنبو غلط تاج راسي,1
أجل نحن بدوي شرب بول بعير على أقل إنساني أكثر مليون مر من مد عيي ثقاف+ة حض رسفوووخس,1
عيلاء متكيف هناك نايم على بطن سايب شوي خول شتم دال أقول خلي تاكلكم يا علوق مصر مش حترجع لورا يا شوي شاذ,1
نشالله كان وعي ضمير اعترف بجريمتك ما أنا دلأل واضح,0
حكي متلك لو خر بخر,1
جحش ولي عن ما الو مثيل,1
كول هو ما حد غير امك مركب راسي حمار,1
خليك ع كل كلم+ة بيحكيا زعيم كبير كبير وليد بك جنبلاط قال منذ يوم صبر طويل جد,0
كول هو عمى شو ان حمار,1
شر يا قواتجية ولي كان توقف عالحاجز تاخدي من ربط+ة خبز أعرف من عين,1
أنت قد صباطو لواء عثمان يا مجرم استحي على حال روح احفر جور+ة إنزال في ضل بزق على حال غرق مات يا هيم,1
يلل بسيط مهم خسار+ة مشرف,0
هو متحدث اسم عدو في فلسطين محتل أنت في لبنان ف كول هو انضب لا جعدن حكي تفهههههه عشكلك واطي,1
ماسامع ب+هل شي قبل دخل خبر كان أو طار,0
معلا+ة هيدي ب شباط سن+ة بعد سن+ة من حادث منتظر زيد+ي مع جورج بوش,0
تاسع يااهلي افريقيا يا اهلي,0
زمن صهر جبران باسيل زمن تبعي+ة تعطيل,0
عافي شام هل أنت مجنون قد قتل ذلك مجرم بشار مليون سوري لكن ضباع عالم و على رأس إسرائيل,0
من قتل طفل في يمن خون+ة مرتزق خنزير مجوس أمثال نصر شيطان إرهابي لعن+ة على ح,1
رسال+ة طالب ثانوي عام و كلي+ة,0
"لا أمكن أن أعطى حيا+ة مزيد من يوم لكن مقدور أن أعطى يوم
مزيد من حيا+ه
مساء خير",0
إذا كان جن+ه أوى من أمثال مثل ب+نون سعود منبطح الذي شرب بول بعير ناخ,0
بس خلاص+ة أنت أوسخ من وسخ,1
كم سهر من ليل+ة صباح لا ننم,0
تعليق خو+ت فظيع,0
تبقاي لا زواج لانو موش من أهداف يقولو على باير لا عاهر+ة,1
خنزير انجاس خرفان اللهم انصر أخ سعودي+ة أهل مصر على يارب عالم وتحيامصر تحيامصر تحيامصر,1
هدول ناس ذات اوسخ بشر,1
اصبري شوي حترقصي في مجلس شوري محتاجينك هناك يا ريس,1
ملوخي+ة هي سيمبول حب جميل لي من طرف,0
لا كثر من شرب بول بعير أنتم انجاس في كل شي,1
إن نسب+ة إلك ثور+ة زوج+ة ثور بس هلقد,0
كل مين شد على مشدو كل مين مغطي,0
يا ما في ناس مش رح نام,0
"تمرين قوي ابهر ناس لي اشتكى من ابهر
طبتم خير ألف سلام+ة
فضل راح احتاج",0
أنا معاكي يامريم ان تحرش أصل من رجل بس مش لازم نرج شتايم عنى أنا مشتمتش,0
يا عدو أقلي+ة هلا فرض شي أقلي+ة هون لا هون زعل من من وين أنا جبل أقلي+ة مش حساسي رش بودر+ة حط مرهم,0
تلبي+ة رغب+ة ليل+ة حصري نعيدعرض أخطر وثيق+ة اصلي من داخل مجلس وزير قطري حول تمويل جزير+ة تعذيب ابن عم تميم طلع ريح+ة قطر,0
أمن متفل محكم+ة نهش فساد رجل دول+ة خير خارج تلوث أعلى درج+ة,0
تحي+ة فخام+ة رئيس جمهوري+ة سماح+ة شيخ عقل طائف+ة موحد درز,0
انو باسيل ارتكب جريم+ة أو حكي شي بر سياق,0
رأسمال خبز يوم+ي مل قدر إ لا ما يتبهدل هل بوم,0
يا بهيم قطع علاق+ة مع ذيل قطر سبب استضاف و دعم إرهاب,1
هوي مختار مش قادر عمل بضيعتو ااااك واااااااك وااااااااك,0
خنزير صادق أفضل من خنزير عميل ياخميني خنزير لكن مات غيظ أنت امام سعودي+ة أعظم,1
رح ضل تعووي نبح أشبع رص ضل تحت صرماي شيخ سعد حريري حثال+ة متلك لازم تندعس لكن كل,1
وهاب لا حارب فساد وهاب حارب شخص شريف هو مدفوع ذلك هم وحيد هجوم عالرئيس سعد,0
فهم إن مستور,0
كذب يا أيوب كذاب نص جبران باسيل انظف من ضمير,1
"كم طعام نوارس فتات خبز نقل أحب رسال+ة شوقي حنين
هل وصل+ة رسال+ة
صباح خير حنان حرف قهو+ة
أخبر صباح",0
غرام+ة رشو+ة يا وسخ,1
الله ماحد دمر عهد بعد جبران باسيل الا أنت,0
من هي قفتو مع جبران باسيل ب انتخاب جامع+ة لبناني ما قرر قاطع ب وجه مثالث,0
متبرج متفصخه ابا انصح انصح أدب شي مثل ديني مو أقعد اقلل من جنسي+ة,1
"أنا أكر كل دين على رأس إسلام
عقيد+ة موت
بسم الله قطع حناجر ناس",1
عماد عثمان رمز فساد كل مين عم شد عاايدوا,0
هادي سعودي أنت خليك حال يا سوري لا أنت تقليد سوري,0
تيار عون كتير وزر من عند عمبيغلطوا أهم وزير جبران باسيل تصرف كان كل لبنان تحت أمر جماع+ة ممانع+ة من,0
مثل ما سعاد+ة سفير بنى علاق+ة السعوديه لبناني,0
عنى تحرش حرااااااام,1
على يمني أن يع جيد ما فعل طيران خنزير خليج هذه ليل+ة ع صنعاء و,1
إنجاز جديد عهدجبران باسيل,0
عقل يوم أن أدرك أن ابن سلمان خنزير مجرم,1
خبر موثق أو نكت+ة بس عرف كيف تصرف,0
كل ناس داري عن حساب عاجل سعودي+ة إن تابع ذنب خنزير دوح+ة أجل الله,1
فرج عضل+ة لسان,0
ضحك+ة لا سنان,0
طب خود هالكلمتين كول هو,1
ما حب بس حلوي,0
بعد عم تعوي يا كلب معراب يلا كوش لاك مش عم نلحقلكن عضام عمى,1
طيب يا عاه+ة جريح مو معنى من معارض+ة ممكن كان مدني كمان أنت لو ماكل شظي راح تتعالج لا ضل قاعد حتى صفى دم مات,1
روح على دمشق خدل خيم+ة مع هي تلطي رأس من شتاء أمطار بس حط كم كيس رمل,0
أخ علي أنت ليس مدعي عام أو قاضي لتستجوبني أو لتسئلني ماذا,0
هتلر,0
عمر مختار لا دخل ل في ياكلب غرب ياعميل أنت إنسان قذر ابن وسخ أنت قيم+ة تنضرب على قفا صرماي ياصرماية,1
مطلوب نفي جبران جرجي باسيل اعتقال محاكم+ة على ما وصل إلى لبنان ثقاف+ة علم إنفتاح مش ضرو,0
همو ان خرب بلد في سن+ة ياابن رقاص طيب عميل موساد لي بيحكمك دلوئتي ياندل يابن دل,1
صحيح إنما واسط+ة تيار وطني حر ظاهر+ة في نتايج كتاب عدل أين كفاء+ة في جيب جبران باسيل,0
مريض نفس+ي,1
رجل بييجوا مصر يتناكوا لان كل خول يا سعودي,1
على من قرأ مزمار يا موسى الله حمى معلا+ة,0
هههه قصد من مصلح+ة الى مصلح+ة,0
لا حول لا قوه الا الله علي عظيم شو خليتو يهودي,1
شيت أو ماي جاد فاك ماي لايف كول هو تلحس طيزي,1
لا اعتبر باير حتى أصل ال,0
مش حق على الله أن حمار ما ينعتب على بس حق على بك خل اك توصل و سم عن صوت زبال+ة على كل حال بسيط جاييك يوم يا لا شرف ما حيا+ة رح تعل عن صب اتو بس يسير في ضرب+ة كف رح ركض احتمى في يا جبان يا مر ل تفو تفو تفو,1
قريب نعتقل كل خنزير قطر كل انجاس حسن ب عدو وطن دين,1
احتاج أكل لحم خنزير عشان ابطل اغااار,1
عن طلع شاب لا بيعرفوا فرنساوي و لا بيعرفوا أنكليزي,0
اعل شي وصل ل يا فيصل ان كان لاجئ درزي قذر في قطر هذا أنت,1
اوسخ من اعلام مفيش,1
هو حد جابي سير+ة لا لازم تبوس جزم و عاش راكع حتي لو عائش في قطر هما يدوك إحسان لا مرتب,1
أنت عاهر+ة أم سياسي أم شيخ عقل,1
عماد عثمان مجرم الله مع معلا+ة,0
مبروك فائز الله شغل كبير,0
طعمرك بس لان ما عم يرميلك عضم تمص مقهور من,1
أرى ان وطن لا احتاج الى نوعي+ة زعيم جديد مثل,0
مصير دول+ة عهد على محك محارب+ة فساد,0
من لاينفعه دواء لا عالج الا كي,0
انو عم تعاطى خر كوكائين ل ك مين انتي مين شايفك من ارضك قال وفد قال دخل وفد س+تيان اعتو,1
قد تعلم مند زمن طويل أن تعارك مع خنزير أن بدل+ة سأتسخ ذلك راق ل,0
لا تشوف خنزير إيران تركيا,1
إرشاد جماعي تحرش جنسي,0
خلي مهتم بشؤونن,0
و هل جاز حسن و إيراني أن ييقتل شعب سوري كلا طرف قرضاوي و ما ذكر عدو منطق+ة,0
يا حقير روح انضب صاروخ ادحشن سلاح هو محارب+ة سن+ة غير في منطق+ة انتو صرتو مرتزق غب طلب,1
روح ع دمشق يامان شو بعد ناطر هههههههههههههههههههههههههههههههههههههههههههههههههههه,0
ثقل فراغ خف+ة وجود اهنيء من كتب ل هذا كلم+ة رومانسي أخ,0
هذا هو نهج صحيح,0
ديوث أخت أو امك أحب تديث,1
ما حد طلب شهاد+ة يا لوح,1
توني لازم قال جبران باسيل ان إذ احترم إسرائيل أمن لبنان فنحترم أمن,0
معرفي قطر كل عمرى داعم إرهاب لا بد من قطع يد,1
في مثل هذا يوم و ل د بغل وطن منحبك قياد+ة حكيم,1
ب+وطي شافي باسل أسد طار في جن+ة مع نبي مرسل نوال سعداوي شافي هيلاري كلنتون وزع دولار على متظاهر تحرير,0
مشكل+ة يا ست ديما انو امبريالي غاشم نفس هي حليف نظام الذي قمع شعب,0
على طار تحرش أذكر واحد من صديق تحرش في بنت قدام,0
سارق أكبر تبع معمل كهرباء,0
من مش فاضي لت حريم ده مش هخلص من أنت مبتفهمشي كد,0
طيب يا بغل,1
شاف اسم مقبول تاريخ ولاد+ة سن+ة,0
رد سعودي ع كندا بيخري إن حمار لا بتستحمري,1
جبران باسيل من حق اسرائيل ان عاش سلام بين جار أمس من حق اسرائيل ان ضمن أمن,0
بول بعير لو ابيع أغلى من قيم+ة,1
أعلن معهد جبران باسيل علم مالي+ة عن بدء دور+ة مالي اختصاص إدار+ة دول+ة من دون ميزاني+ة وظيف+ة مؤمن في أمريكا بريطانيا,0
كول هو انتو ازا عطس سيد بتنزلو على ملجأ أن جبان اوهن من بيت عنكبوت,1
ليس عبد إيران هذا كهنوتي صغير كل كذاب افاك خنزير,1
ما في غير بدوي بهدل+ة يا وسخ,1
هل أصبح جميل سيد أقرب الى جبران باسيل من مقاوم+ة,0
يش حسك تعوي كتير يا كلب بشار مفكر إذ عوي حدن حيرد على,1
ما كف حذاء و+جب محاسب+ة جميع,0
أستاذ إبراهيم أحب تركيز علي حرك التفاف+ي+ه الذي قام ب اخوان عن طريق حزب وسط عدم وثوق مراجع+ة هم كاذب,1
أنت كلب وسخ لاك باع كردستان سوريا أردوغان يا واطي يا خاين باد ل+عن شرف شرف جيش,1
لا اعتقد في غير وهاب هبيل,1
مش قال طيازكم بدل أمخاخكم معلش هتعرف من تاريخ ياراعى غنم إبل يامحدث ياشارب بول بعير ع,1
اقتلونا أو اقتل زنج لا إمكاني+ة تعايش بين,1
كان حيرفع شأن مصر لو كان موجود ما جر ال سعود على يمن ليس لان أخ لا فقط لان في روح حاكم عادل مجرد رأي شخصي,0
مو حاسيس حال هبيل روح نئبر نامي ما تتغطه يا لا شرف,1
وسخ دنيا هي صحن,1
أنت لازم حكيم بيطري عرف وجع ههههه حرام عماد عثمان عامل عقد+ة,1
أي شي لو شحاط مهم من ريح+ة غالي على مش ناقص سياستن جابول حد اسمو شيخ عملوه,0
خل ثنين,0
هون وصل اعلام ل تفه على كل واحد فكر متلك يا زمك مزعوج من استعراض جيش مطار موجود أو ل طيار طلاع يا و ري حنا و ارتاح يوم عن يوم مستوى دنائ عم زيد استحوا بق,1
اللهم انتقم من شر دنا و أذل في هذا ليل+ة ظلم+ة ممطر,0
ما استقوى الا على ضعيف,0
ل حل عن ك+أن مدهرك مش دفعلك,0
إذا كان حسن نصرالله شكر جبران باسيل حقيقي,0
شو بدا نفع ماشط+ة مع و+ج ك+شن,0
خنزير إيران ألقى سم في انهر عراق قتل سمك+ة,1
اداي في كتير مشحر قليل عقل في لبنان قصد الذي مدح مجد شخص مخلوق من لحم نسي ان الله هو من ي,0
كلام معلا+ة صحيح حد ما وصل عند وسام كل تقرير أخير أثبت أن من خط+ة شارك مقتل حريري,0
ل سيد أحسن مو قاعد لا شغل,0
قذر اتفووو ماتيجى مصر أورى نفس كدا ياجبان,1
